Customer ID,Churn Category
3703-VAVCL,0
8024-XNAFQ,2
8107-RZLNV,0
4236-UJPWO,1
3144-KMTWZ,0
9732-OUYRN,2
9554-DFKIC,1
6275-YDUVO,1
3190-XFANI,0
7838-LAZFO,0
8746-BFOAJ,0
2606-RMDHZ,0
2324-EFHVG,0
6457-GIRWB,0
4683-WYDOU,1
8605-ITULD,0
6475-VHUIZ,1
5248-YGIJN,1
7359-PTSXY,0
5884-FBCTL,2
2386-LAHRK,1
8969-PRHFK,0
8100-HZZLJ,0
6023-GSSXW,0
2027-FECZV,0
5993-JSUWV,0
3811-VBYBZ,0
9600-NAXZN,0
4389-UEFCZ,0
1356-MKYSK,1
1143-NMNQJ,0
9475-NNDGC,4
0626-QXNGV,0
5854-KSRBJ,0
1548-FEHVL,0
2851-STERV,1
0877-SDMBN,0
4701-AHWMW,1
1767-CJKBA,0
8696-JKZNU,0
0442-ZXKVS,0
6688-UZPWD,0
1816-FLZDK,0
4525-VZCZG,0
4694-PHWFW,3
3635-QQRQD,5
6682-QJDGB,1
2542-HYGIQ,0
6635-MYYYZ,0
3701-SFMUH,0
6038-GCYEC,0
1841-YSJGV,0
2055-BFOCC,0
7816-VGHTO,1
8277-RVRSV,0
3957-SQXML,0
5872-OEQNH,3
1452-VOQCH,0
3976-BWUCK,0
0082-OQIQY,0
2990-HWIML,0
6646-JPPHA,0
8885-QSQBX,0
9668-PUGNU,0
3996-ZNWYK,0
7801-CEDNV,1
9360-AHGNL,0
0807-ZABDG,0
3665-JATSN,0
8727-JQFHV,0
1470-PSXNM,0
3422-WJOYD,1
0419-YAAPX,0
4891-NLUBA,0
5924-SNGKP,0
5312-UXESG,0
7346-MEDWM,0
8807-OPMBM,3
0743-HRVFF,3
2314-TNDJQ,0
8660-BUETV,3
5795-BKOYE,0
7322-OCWHC,0
5377-NDTOU,0
7537-CBQUZ,0
6015-VVHHE,0
5965-GGPRW,0
4929-XIHVW,0
0135-NMXAP,0
9617-UDPEU,0
8779-YIQQA,0
4123-DVHPH,0
3090-QFUVD,0
1810-BOHSY,0
6719-FGEDO,0
7609-NRNCA,0
8464-EETCQ,0
3855-ONCAR,0
5982-PSMKW,0
4422-QVIJA,0
0354-VXMJC,2
2550-QHZGP,0
1400-WIVLL,0
6248-BSHKG,0
2123-VSCOT,0
7234-KMNRQ,0
7240-ETPTR,0
7471-MQPOS,0
0959-WHOKV,1
8701-DGLVH,0
9992-RRAMN,0
3055-OYMSE,1
2282-YGNOR,0
5797-APWZC,2
4847-TAJYI,0
7595-EHCDL,0
0541-FITGH,0
2181-UAESM,3
1492-KGETH,0
6563-VNPMN,1
1478-VPOAD,1
5149-QYTTU,0
7780-OTDSO,0
6647-ZEDXT,0
3612-YVGSJ,4
4524-QCSSM,0
9462-MJUAW,0
9888-ZCUMM,0
4644-OBGFZ,0
0201-OAMXR,1
7571-YXDAD,0
2587-EKXTS,0
8685-WHQPW,0
5917-RYRMG,0
8944-AILEF,0
8671-KKKOS,0
1017-FBQMM,1
5062-CJJKH,2
7321-KKSDU,0
2186-QZEYA,0
4310-KEDTB,0
2027-DNKIV,1
8465-SBRXP,0
9821-BESNZ,0
3804-RVTGV,0
6766-HFKLA,0
9640-ZSLDC,0
3511-BFTJW,0
3545-CNWRG,4
1000-AJSLD,0
0100-DUVFC,0
3948-KXDUF,0
2829-HYVZP,0
5445-PZWGX,0
2664-XJZNO,0
7394-LWLYN,1
4049-ZPALD,0
5502-RLUYV,0
3737-GCSPV,3
0576-WNXXC,0
1336-EZFZY,0
8634-MPHTR,0
5886-VLQVU,0
4710-FDUIZ,0
8603-IJWDN,0
2661-GKBTK,0
1024-KPRBB,0
7820-ZYGNY,0
1156-ZFYDO,0
9866-QEVEE,0
2023-VQFDL,1
9318-NKNFC,0
9405-GPBBG,0
3866-MDTUB,1
8200-KLNYW,4
2479-BRAMR,1
2486-WYVVE,0
3301-LSLWQ,0
3370-GQEAL,0
6689-TCZHQ,0
8963-MQVYN,0
5924-IFQTT,0
6834-NXDCA,0
1548-ARAGG,0
1360-XFJMR,1
8904-OPDCK,0
4671-LXRDQ,0
6556-DBKZF,0
7608-RGIRO,1
2320-JRSDE,0
2990-OGYTD,0
2189-UXTKY,2
4526-ZJJTM,0
0936-NQLJU,0
4572-DVCGN,0
7758-UJWYS,0
3227-WLKLI,0
0577-WHMEV,0
6416-TVAIH,0
7284-BUYEC,1
9620-QJREV,0
2193-SFWQW,0
3397-AVTKU,0
3045-XETSH,0
4010-YLMVT,0
5863-OOKCL,2
2378-VTKDH,0
3621-CEOVK,0
2928-HLDBA,0
3199-XGZCY,4
1074-WVEVG,0
5627-TVBPP,0
5732-IKGQH,0
1522-VVDMG,0
0862-PRCBS,0
2582-FFFZR,0
5652-MSDEY,0
8792-AOROI,0
0580-PIQHM,0
8903-XEBGX,0
1173-XZPYF,0
8883-ANODQ,5
2208-NQBCT,3
3410-YOQBQ,0
2197-OMWGI,0
0376-YMCJC,0
7173-TETGO,0
6769-DCQLI,0
7696-AMHOD,0
7115-IRDHS,0
5140-FOMCQ,0
8865-TNMNX,1
0366-NQSHS,1
0337-CNPZE,1
4455-BFSPD,0
7184-LRUUR,1
6661-EIPZC,3
9351-LZYGF,1
7880-XSOJX,0
7783-YKGDV,0
5985-BEHZK,0
9548-LIGTA,0
5356-KZCKT,2
8718-PTMEZ,0
6633-MPWBS,0
0218-QNVAS,0
9207-ZPANB,0
4431-EDMIQ,5
6772-WFQRD,0
3209-ZPKFI,0
4080-IIARD,0
4146-SVFUD,3
7526-BEZQB,0
8651-ENBZX,4
9518-IMLHK,0
1518-OMDIK,0
0547-HURJB,0
3055-MJDSB,4
6029-WTIPC,0
8073-IJDCM,5
5143-WMWOG,0
2660-EMUBI,1
8182-PNAGI,0
4002-BQWPQ,0
2654-VBVPB,0
0378-CJKPV,0
5542-TBBWB,0
6791-YBNAK,2
2801-NISEI,0
3509-GWQGF,0
7088-FBAWU,3
9780-FKVVF,3
6067-NGCEU,0
5380-XPJNZ,0
0531-ZZJWQ,2
6380-ARCEH,2
0471-LVHGK,0
1814-DKOLC,0
6250-CGGUN,0
4919-MOAVT,0
3452-ABWRL,2
1985-MBRYP,0
2485-ITVKB,0
7249-WBIYX,2
7136-IHZJA,0
3489-HHPFY,0
8984-EYLLL,0
0621-HJWXJ,0
6202-JVYEU,1
0666-UXTJO,0
2750-BJLSB,0
1273-MTETI,0
2722-VOJQL,1
4373-VVHQL,0
8433-WXGNA,0
5229-DTFYB,2
6686-YPGHK,2
5789-LDFXO,2
3451-VAWLI,0
4290-BSXUX,0
6331-LWDTQ,0
6435-VWCCY,0
4432-ADRLB,0
6168-WFVVF,0
4816-OKWNX,1
0363-SVHYR,5
0780-XNZFN,0
3948-XHGNA,0
9779-DPNEJ,0
0943-ZQPXH,0
4403-BWPAY,2
4510-HIMLV,0
8623-ULFNQ,0
0916-KNFAJ,0
9957-YODKZ,0
6184-DYUOB,0
2974-GGUXS,0
1029-QFBEN,0
7247-XOZPB,0
9919-KNPOO,3
2521-NPUZR,1
5178-LMXOP,0
4913-EHYUI,0
5940-NFXKV,0
8111-BKVDS,0
5044-LRQAQ,5
1215-FIGMP,0
5622-UEJFI,1
2424-WVHPL,1
4342-HENTK,3
4012-ZTHBR,3
8413-YNHNV,0
6746-WAUWT,0
1941-HOSAM,0
6022-UGGSO,0
4307-KWMXE,0
1792-UXAFY,0
8731-WBBMB,0
1309-XGFSN,0
6223-DHJGV,1
8950-MTZNV,0
8920-NAVAY,0
8495-LJDFO,0
3842-IYKUE,3
4973-RLZVI,0
3675-EQOZA,4
2900-PHPLN,0
0704-VCUMB,0
9079-LWTFD,1
7869-ZYDST,0
7239-HZZCX,0
7730-IUTDZ,0
1205-WNWPJ,0
6204-IEUXJ,1
4526-RMTLL,0
5813-UECBU,0
5630-IXDXV,0
8242-JSVBO,0
6164-HAQTX,0
2215-ZAFGX,0
3244-CQPHU,0
3196-NVXLZ,1
7660-HDPJV,1
9313-QOLTZ,5
1009-IRMNA,0
1658-TJVOA,1
3787-TRIAL,0
7989-CHGTL,4
3417-TSCIC,0
1159-WFSGR,2
8708-XPXHZ,0
2896-TBNBE,0
1131-ALZWV,0
9530-GRMJG,0
0853-TWRVK,2
4872-JCVCA,0
8561-NMTBD,0
8120-JDCAM,0
1074-AMIOH,0
3884-UEBXB,0
2039-JONDJ,0
3003-CMDUU,0
1452-KIOVK,0
0463-ZSDNT,0
9978-HYCIN,0
2013-SGDXK,0
2172-EJXVF,0
1265-ZFOSD,0
3791-LGQCY,0
7341-LXCAF,0
2220-IAHLS,0
6131-JLWZM,1
1208-NBVFH,5
3389-YGYAI,0
4130-MZLCC,0
1193-RTSLK,0
5047-LHVLY,0
3005-TYFRD,0
0587-DMGBH,0
6365-MTGZX,0
0308-GIQJT,0
4194-FJARJ,0
2400-FEQME,0
6789-HJBWG,1
3750-CKVKH,0
9451-LPGOO,0
5552-ZNFSJ,2
4355-HBJHH,0
8065-YKXKD,0
4720-VSTSI,0
0823-HSCDJ,0
4717-GHADL,0
5701-YVSVF,0
7963-SHNDT,0
6522-OIQSX,5
2667-WYLWJ,0
6618-RYATB,0
3167-SNQPL,0
5170-PTRKA,0
0397-ZXWQF,0
1971-DTCZB,1
6982-UQZLY,0
1171-TYKUR,2
8805-JNRAZ,0
3563-SVYLG,0
4732-RRJZC,0
0274-JKUJR,0
0794-YVSGE,0
1625-JAIIY,2
9039-ZVJDC,0
3806-DXQOM,0
3506-LCJDC,0
2194-IIQOF,5
2812-REYAT,0
8387-MOJJT,0
9184-GALIL,0
1699-UOTXU,0
0487-CRLZF,0
3392-EHMNK,0
4512-ZUIYL,0
2150-WLKUW,0
9500-IWPXQ,0
1834-ABKHQ,0
9572-WUKSB,0
0709-TVGUR,0
3258-ZKPAI,5
3481-JHUZH,1
4625-LAMOB,0
9512-PHSMG,1
2612-PHGOX,3
2599-CIPQE,5
5527-ACHSO,3
4629-NRXKX,1
0168-XZKBB,0
8496-EJAUI,2
9507-EXLTT,0
6778-YSNIH,0
4824-GUCBY,0
7693-LCKZL,0
8756-RDDLT,0
3721-WKIIL,0
4193-IBKSW,4
6008-NAIXK,0
4881-JVQOD,0
2995-UPRYS,0
6603-YRDCJ,1
5602-BVFMK,0
3097-NQYSN,0
5939-SXWHM,2
8003-EWNDZ,0
4510-PYUSH,0
8510-BBWMU,0
8819-IMISP,1
2739-CACDQ,0
7740-KKCXF,0
5995-SNNEW,0
9950-MTGYX,5
0968-GSIKN,0
0078-XZMHT,0
0661-XEYAN,0
8097-VBQTZ,0
3030-YDNRM,0
6568-POCUI,0
6035-BXTTY,0
8975-SKGRX,0
3208-YPIOE,4
2129-ALKBS,0
5012-YSPJJ,0
0841-NULXI,0
1925-LFCZZ,0
1915-OAKWD,0
7083-MIOPC,0
3413-CSSTH,0
5678-VFNEQ,0
4817-VYYWS,0
0013-EXCHZ,0
8922-NPKBJ,0
4745-LSPLO,0
0611-DFXKO,5
3428-XZMAZ,0
6347-DCUIK,0
3938-YFPXD,0
5287-QWLKY,0
5570-PTWEH,4
2139-FQHLM,0
8357-EQXFO,1
5186-PEIZU,1
2372-HWUHI,0
6467-CHFZW,0
4837-QUSFT,0
7147-AYBAA,0
0983-TATYJ,1
3886-CERTZ,0
4826-DXMUP,0
6292-TOSSS,0
2856-HYAPG,1
0876-WDUUZ,0
9124-LHCJQ,0
9674-EHPPG,0
7517-LDMPS,0
8313-KTIHG,1
4013-UBXWQ,0
0023-XUOPT,0
5930-GBIWP,0
8963-JLGJT,3
1036-GUDCL,2
8010-EZLOU,0
4713-ZBURT,0
2452-SNHFZ,0
9209-NWPGU,0
4285-GYRQC,1
4291-HPAXL,0
7325-ENZFI,0
9250-WYPLL,0
8999-EXMNO,2
0380-ZCSBI,3
5522-JBWMO,0
6712-OAWRH,0
9685-WKZGT,0
7797-EJMDP,1
3387-VATUS,0
5095-AESKG,0
7103-IPXPJ,0
3198-VELRD,0
7005-CCBKV,0
5103-MHMHY,0
0310-SUCIN,4
5150-LJNSR,0
9027-YFHQJ,0
5539-TMZLF,0
7729-JTEEC,0
8637-XJIVR,1
7594-LZNWR,1
5847-MXBEO,0
8840-DQLGN,0
5261-QSHQM,4
7369-TRPFD,0
2996-XAUVF,0
1374-DMZUI,0
5583-SXDAG,0
8873-GLDMH,0
0854-UYHZD,0
0114-PEGZZ,0
9895-VFOXH,1
0516-OOHAR,0
7572-KPVKK,1
5614-DNZCE,1
7305-ZWMAJ,0
3468-DRVQJ,0
2100-BDNSN,0
7356-AYNJP,3
8160-HOWOX,0
0960-HUWBM,0
3334-CTHOL,5
3726-TBHQT,0
8868-GAGIO,0
7721-JXEAW,1
4086-YQSNZ,0
0661-KQHNK,0
0237-YFUTL,0
6682-VCIXC,0
3224-DFQNQ,0
4501-VCPFK,1
3230-JCNZS,1
9853-JFZDU,0
3812-LRZIR,0
1839-FBNFR,1
7566-DSRLQ,1
0786-IVLAW,1
2550-AEVRU,1
2082-OJVTK,1
8580-QVLOC,0
7576-JMYWV,0
8914-RBTSB,0
3884-HCSWG,0
8242-SOQUO,4
2024-BASKD,2
2202-CUYXZ,0
5519-TEEUH,0
3021-VLNRJ,0
6933-FHBZC,0
1399-UBQIU,0
3612-YUNGG,0
9979-RGMZT,0
2077-DDHJK,1
8445-DNBAE,1
4719-UMSIY,0
1725-MIMXW,3
5647-URDKA,1
1768-HNVGJ,0
5707-ZMDJP,0
1730-ZMAME,0
1335-MXCSE,1
7047-YXDMZ,4
9522-ZSINC,0
6173-ITPWD,0
4404-HIBDJ,1
2868-MZAGQ,5
6029-CSMJE,0
1697-NVVGY,1
0661-KBKPA,3
9412-GHEEC,3
8845-LWKGE,0
0723-VSOBE,1
2868-LLSKM,0
9851-KIELU,0
0650-BWOZN,1
5906-DVAPM,0
0164-APGRB,1
5692-ICXLW,0
6229-UOLQL,1
4632-PAOYU,0
0083-PIVIK,4
7779-ORAEL,0
1265-XTECC,0
2014-MKGMH,1
7459-RRWQZ,0
0060-FUALY,0
8515-OCTJS,0
3445-HXXGF,0
9289-LBQVU,0
5975-BAICR,0
7377-DMMRI,1
3824-RHKVR,0
1536-HBSWP,0
3191-CSNMG,0
4883-KCPZJ,0
3487-EARAT,0
7841-TZDMQ,0
9828-QHFBK,0
9773-PEQBZ,4
9626-VFRGG,1
8608-OZTLB,1
3316-UWXUY,0
5693-PIPCS,1
1568-LJSZU,5
5226-NOZFC,0
2845-KDHVX,1
0748-RDGGM,0
8042-JVNFH,0
5546-QUERU,0
6637-KYRCV,0
1866-DIOQZ,1
2181-TIDSV,0
1635-HDGFT,0
7508-SMHXL,0
9000-PLFUZ,0
5774-XZTQC,0
2277-AXSDC,0
6124-ACRHJ,1
6685-XSHHU,0
4806-HIPDW,0
7879-CGSFV,2
6910-HADCM,0
6231-WFGFH,4
8063-GBATB,0
2252-JHJGE,0
3230-WYKIR,0
2737-WFVYW,0
3219-JQRSL,0
3744-ZRRDZ,3
3605-JISKB,0
2362-IBOOY,0
0674-DGMAQ,0
5568-DMXZS,0
2040-OBMLJ,0
7486-KSRVI,0
8722-PRFDV,0
0899-LIIBW,0
1073-XXCZD,5
3186-BAXNB,0
5155-AZQPB,0
0979-MOZQI,2
8246-SHFGA,0
7639-OPLNG,0
1571-SAVHK,0
4631-OACRM,0
8565-CLBZW,0
3148-AOIQT,0
7964-ZRKKG,0
7218-HKQFK,0
5777-ZPQNC,0
7024-OHCCK,0
2831-EBWRN,0
8738-JOKAR,0
4283-FUTGF,0
8457-XIGKN,4
2101-RANCD,0
8851-RAGOV,0
8194-PEEBY,0
5060-TQUQN,0
7021-XSNYE,5
8190-ZTQFB,0
7109-MFBYV,0
6591-QGOYB,0
7905-TVXTA,0
5198-EFNBM,1
7706-DZNKK,0
4612-SSVHJ,0
7398-SKNQZ,3
1925-GMVBW,0
7524-VRLPL,0
4208-UFFGW,0
3785-KTYSH,0
5922-ABDVO,0
7576-ASEJU,1
6960-HVYXR,0
0788-DXBFY,0
8587-XYZSF,0
7504-UWHNB,0
5016-IBERQ,1
3737-XBQDD,0
7100-FQPRV,0
9391-TTOYH,0
9174-FKWZE,0
5696-CEIQJ,0
0742-NXBGR,4
4753-PADAS,0
8932-CZHRQ,0
9237-HQITU,2
2088-IEBAU,0
9108-EJFJP,2
4559-UWIHT,0
9763-PDTKK,0
0831-JNISG,5
9572-MTILT,0
8374-XGEJJ,0
4879-GZLFH,0
2460-FPSYH,5
6506-EYCNH,0
6283-GITPX,0
8844-TONUD,0
7025-WCBNE,0
5277-ZLOOR,0
0188-GWFLE,0
8064-RAVOH,0
9548-ZMVTX,0
0383-CLDDA,0
2669-OIDSD,0
8397-MVTAZ,0
2514-GINMM,0
4750-ZRXIU,5
4760-XOHVN,1
0404-AHASP,0
7785-RDVIG,0
5457-COLHT,0
8395-ETZKQ,0
1708-PBBOA,0
8823-RLPWL,0
7940-UQQUG,0
6323-AYBRX,0
8146-QQKZH,0
6196-HBOBZ,0
1335-HQMKX,1
4315-MURBD,0
0689-NKYLF,0
6979-TNDEU,1
4471-KXAUH,0
7375-WMVMT,4
0328-GRPMV,0
8089-UZWLX,0
5397-NSKQG,0
2632-IVXVF,0
0003-MKNFE,0
1513-XNPPH,0
5980-NOPLP,1
4513-CXYIX,0
8224-IVVPA,0
4993-JCRGJ,5
4282-MSACW,1
8220-OCUFY,0
7954-MLBUN,0
5227-JSCFE,0
2673-ZALNP,0
7673-LPRNY,4
6400-BWQKW,1
3359-DSRKA,0
3585-ISXZP,0
2321-OMBXY,5
6152-ONASV,0
7321-ZNSLA,3
7401-JIXNM,0
9114-DPSIA,0
8409-WQJUX,0
2925-VDZHY,0
0657-DOGUM,4
2430-RRYUW,0
4203-QGNZA,0
8204-TIFGJ,0
5501-TVMGM,3
1845-CSBRZ,3
2141-RRYGO,0
7619-ODSGN,3
5115-SQAAU,0
8149-RSOUN,0
0278-YXOOG,2
5236-XMZJY,0
0822-GAVAP,1
0519-DRGTI,0
8450-JOVAH,2
7519-JTWQH,0
0378-NHQXU,0
8016-ZMGMO,1
8590-YFFQO,0
2097-YVPKN,0
6993-YGFJV,2
7548-SEPYI,0
1582-RAFML,0
3594-UVONA,0
3439-GVUSX,0
2696-ECXKC,3
3644-QXEHN,0
3999-QGRJH,0
8974-OVACP,0
8450-UYIBU,0
7706-YLMQA,0
5038-ETMLM,0
1307-TVUFB,5
4013-TLDHQ,0
0696-UKTOX,0
4092-OFQZS,0
8316-BBQAY,0
2458-EOMRE,0
5884-GCYMI,0
1872-EBWSC,0
1231-YNDEK,2
1447-PJGGA,4
1163-ONYEY,0
8668-KNZTI,0
5669-SRAIP,5
5649-VUKMC,1
8294-UIMBA,0
8361-LTMKD,0
3398-ZOUAA,0
5136-KCKGI,2
8318-LCNBW,0
6625-FLENO,0
6917-FIJHC,0
1086-LXKFY,0
7634-HLQJR,0
4616-ULAOA,0
6176-YJWAS,4
6158-DWPZT,1
1891-QRQSA,3
5882-CMAZQ,1
8467-WYNSR,0
8328-SKJNO,0
9298-WGMRW,0
4644-PIZRT,0
5562-BETPV,0
4231-LZUYM,0
5899-MQZZL,0
2828-SLQPF,0
0620-DLSLK,0
2239-CFOUJ,1
3518-FSTWG,0
2530-ENDWQ,0
9102-IAYHT,1
2208-MPXIO,0
6435-SRWBJ,0
0774-IFUVM,1
9696-RMYBA,1
2072-ZVJJX,2
9127-FHJBZ,1
1166-PQLGG,0
8473-VUVJN,1
0928-JMXNP,1
1218-VKFPE,0
2990-IAJSV,0
3384-CTMSF,0
5322-TEUJK,0
2853-CWQFQ,0
2722-JMONI,0
9576-ANLXO,0
3197-NNYNB,1
0311-QYWSS,0
1732-FEKLD,0
5931-FLJJF,0
4397-FRLTA,5
0612-RTZZA,3
0220-EBGCE,0
5687-DKDTV,1
4797-AXPXK,0
5095-ETBRJ,0
8375-KVTHK,1
8818-DOPVL,0
7579-OOPEC,5
8775-LHDJH,0
3887-PBQAO,0
1455-HFBXA,1
3904-UKFRE,0
9897-KXHCM,0
2037-SGXHH,1
6921-OZMFH,0
7153-OANIO,0
7029-RPUAV,0
3319-DWOEP,0
0947-MUGVO,0
6574-MCOEH,0
0739-UUAJR,0
8966-OIQHG,0
6437-UKHMV,0
0057-QBUQH,0
9269-CQOOL,0
9089-UOWJG,0
7677-SJJJK,0
4558-CGYCZ,0
9720-JJJOR,0
7450-NWRTR,0
2436-QBZFP,0
9738-QLWTP,0
4566-GOLUK,1
3978-YNKDD,0
6734-CKRSM,1
1930-BZLHI,0
1561-BWHIN,1
3407-QGWLG,0
4183-WCSEP,0
5397-TUPSH,2
3638-VBZTA,0
1963-SVUCV,0
6719-OXYBR,0
7318-EIVKO,1
6094-ZIVKX,0
0530-IJVDB,0
3500-NSDOA,1
9350-ZXYJC,0
9261-WDCAF,0
8348-JLBUG,5
6922-NCEDI,5
4804-NCPET,0
1394-SUIUH,0
0617-FHSGK,1
7554-NEWDD,3
6901-GOGZG,1
6741-QRLUP,2
3541-ZNUHK,0
0071-NDAFP,0
9091-WTUUY,0
2954-PIBKO,0
2070-FNEXE,0
1342-JPNKI,1
9065-ZCPQX,0
7080-TNUWP,0
4369-HTUIF,0
2525-GVKQU,0
7061-OVMIM,0
2284-VFLKH,2
1724-IQWNM,0
7251-XFOIL,0
5751-USDBL,0
8875-AKBYH,0
5985-TBABQ,0
3723-BFBGR,0
7801-KICAO,1
7609-YBPXG,1
4636-QRJKY,0
8203-XJZRC,0
9229-RQABD,0
7242-EDTYC,0
0089-IIQKO,0
6549-BTYPG,2
7026-YMSBE,0
2800-QQUSO,0
3181-MIZBN,4
9788-HNGUT,0
6048-NJXHX,0
0506-LVNGN,3
9300-AGZNL,0
7129-AZJDE,0
1027-LKKQQ,0
4289-DTDKW,0
8577-QSOCG,0
6169-PPETC,0
9752-ZNQUT,1
3537-HPKQT,0
8760-ZRHKE,0
6010-DDPPW,0
3454-JFUBC,0
6874-SGLHU,0
8033-ATFAS,4
8263-QMNTJ,1
8725-JEDFD,1
3349-ANQNH,0
9364-YKUVW,0
5176-OLSKT,1
7379-FNIUJ,0
0533-UCAAU,0
8883-GRDWQ,1
1550-EENBN,0
2927-QRRQV,0
5641-DMBFJ,0
5709-LVOEQ,0
1307-ATKGB,0
6368-TZZDT,0
1207-BLKSA,0
6496-SLWHQ,0
9339-FIIJL,0
1891-FZYSA,0
0407-BDJKB,3
5453-YBTWV,0
8485-GJCDN,0
7446-KQISO,1
0258-NOKBL,0
2259-OUUSZ,0
3756-VNWDH,1
1187-WILMM,0
1112-CUNAO,2
3589-PPVKW,1
3345-PBBFH,0
0679-TDGAK,3
6857-VWJDT,0
2272-WUSPA,0
5322-ZSMZY,0
6147-CBCRA,1
0864-FVJNJ,0
4853-OITSN,0
2978-XXSOG,0
5173-WXOQV,0
1219-NNDDO,0
0524-IAVZO,0
5240-CAOYT,2
6377-WHAOX,0
1261-FWTTE,0
4198-VFOEA,0
9948-YPTDG,1
4877-TSOFF,3
4282-ACRXS,0
0993-OSGPT,0
5777-KJIRB,0
9231-ZJYAM,1
3066-RRJIO,0
2346-CZYIL,0
1680-VDCWW,5
3712-PKXZA,0
8812-ZRHFP,0
1013-QCWAM,0
9103-TCIHJ,5
1905-OEILC,0
5569-OUICF,0
3323-CPBWR,0
2038-LLMLM,0
4884-ZTHVF,0
5148-ORICT,1
4325-NFSKC,0
9625-QNLUX,1
3488-PGMQJ,1
7157-SMCFK,0
0842-IWYCP,1
1506-YJTYT,0
0302-JOIVN,1
1354-YZFNB,3
9928-BZVLZ,0
8563-IIOXK,0
7000-WCEVQ,0
8510-TMWYB,0
5366-IJEQJ,0
5013-SBUIH,0
8496-DMZUK,3
2483-XSSMZ,0
9063-ZGTUY,1
5649-ANRML,0
4860-IJUDE,0
5986-WWXDV,0
9916-AYHTC,0
3164-YAXFY,3
9154-QDGTH,0
6305-YLBMM,0
3916-NRPAP,0
0670-ANMUU,0
