Customer ID,Gender,Age,Married,Number of Dependents,Zip Code,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer A,Offer B,Offer C,Offer D,Offer E,Cable,DSL,Fiber Optic,Month-to-Month,One Year,Two Year,Bank Withdrawal,Credit Card,Mailed Check
1764-VUUMT,0.0,41.75324973291725,0.0,3.0,3.0,1.0,-0.0242114609077702,-0.1607029262253101,30.238147158842395,0.9060282913118592,22.427734331234863,0.3794766277043681,0.5507737953411204,28.79523156783966,0.5335580431465099,0.3174560878213578,0.3170358962938827,0.2079093814093592,0.4072917904594382,0.4145013877903337,0.4124736842933133,0.4650638480438018,0.4643471145769742,58.08489006765725,2015.736773287492,1.4109426638639448,5.185309857945046,739.7764451779077,2759.309945031941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7531-GQHME,0.0,47.0,1.0,3.0,4.0,4.0,0.9589266008160188,4.708184435058273,35.60162062600742,0.9187173481319952,21.186750582839046,0.3825158134651946,0.4886457247413939,22.29195300064316,0.2531203637550414,0.3643471298927233,0.3417181787886058,0.245033082220112,0.446891910744724,0.4297388922523267,0.3763557328770547,0.4004941222234819,0.4376553178758914,54.89597694586322,2252.381113099727,2.068120846460398,6.260365687012924,763.6603207696163,3020.245074740246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4377-VDHYI,1.0,50.0,1.0,3.0,4.0,4.0,1.0,5.0,35.0,1.0,1.53,0.0,1.0,57.0,0.0,1.0,0.0,1.0,1.0,0.1606585679114359,0.0,1.0,1.0,89.7,3165.6,0.0,0.0,53.53590444607937,3219.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7516-GMHUV,0.5070398819656686,45.34707403334249,0.4794020043544042,0.5597856929393943,2.0,4.0,0.4633593373726811,2.2800272173510496,34.02070267719412,0.9431640335075464,23.074975115790583,0.3636677173898778,0.5306118545208472,13.305018319495954,0.1952226615580594,0.3302447495176347,0.3339998321197676,0.2638784901619654,0.4689683113109444,0.4467085345531912,0.389208108070345,0.4383347976003946,0.5027557380323567,56.834167850400114,2229.4416885963637,1.9378750067354773,6.177810554806999,775.2192323893856,3008.9048415577736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120-SMPEX,0.0,39.0,1.0,0.0,3.0,3.189872310198486,0.97162728633816,3.959974611676005,35.744185682950985,0.941231950905692,22.407796634191392,0.3842509576892797,0.537098787893873,14.917115690113176,0.2605991772218738,0.3244803956562118,0.3503108042979569,0.2623440299371903,0.4831530003376505,0.4511476555395673,0.4265958301631757,0.4551564746109633,0.5329864050426296,57.837038237448574,2296.9314712086625,1.929878303389752,6.111030539304099,777.9992302692254,3079.1132082514623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0841-NULXI,0.5077769816550444,28.0,1.0,0.8658469580490105,3.0,3.0,1.0,1.0,71.0,1.0,20.49,0.320645548122402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141352141758617,0.2880264788163823,19.55878618571132,1397.3,0.0,0.0,1454.79,2852.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0263-FJTQO,0.0,63.0,0.0,0.0,4.0,3.0,-0.0266427073384251,0.0,60.0,1.0,39.41,1.0,0.0,0.0,0.0,0.0,0.0,-0.1617700355962874,0.0,0.0,0.0,0.0,0.0,25.0,1505.05,0.0,0.0,2364.6,3869.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1820-TQVEV,0.0,74.0,1.0,0.0,4.0,4.0,1.0,2.0,33.44828257597422,1.0,12.33,-0.0434465330006997,1.0,23.0,0.0,0.1186524596592898,1.0,1.0,1.0,0.0,0.0,1.0,0.0,64.2,2106.3,0.0,0.0,419.22,2525.5200000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1100-DDVRV,0.0,57.0,0.0,0.0,2.0,3.0,-0.0034910900913039,0.025787304014033,31.46665624495384,0.9375854812336436,23.456289203956977,0.3860421594010194,0.5831020375481638,5.969537894552783,0.2600334267422363,0.3201753395502346,0.3305196218490301,0.2404966218169245,0.4696980526008323,0.4741146355157851,0.3257633422248703,0.484070138288051,0.5640609387699888,59.92088141442931,2164.089501107798,1.835929797011569,6.06720418344739,760.938716241165,2929.265563753209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9779-DPNEJ,0.0,65.0,0.0,0.0,4.651681847834396,3.971451467219528,0.0,0.0,46.0,1.0,16.04,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,69.1,3255.35,0.0,0.0,737.8399999999999,3993.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8409-WQJUX,1.0,73.0,1.0,0.0,4.0,3.0,1.0,10.0,72.0,0.9762664383961984,-4.5841491128770055,1.0,1.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,93.05,6735.05,0.0,0.0,96.48,6831.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
7493-TPUWZ,1.0,77.0,1.0,0.0,3.600546085177463,5.0,1.0,1.0,29.0,1.0,30.852551720456724,1.0,1.0,7.112001891974611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.12322752634267,1442.0,0.0,0.0,1091.8573408577436,2533.85,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1135-HIORI,0.5110239054945477,47.57608554219245,0.0126859574829216,0.0970111712686134,4.0,4.0,0.0,0.0,3.7693007239877545,1.0,30.8,0.0,1.0,27.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,67.56968159738048,520.95,0.0,0.0,246.40223095056345,767.35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6230-BSUXY,0.5018528467300354,34.0,0.0,-0.2994017057945215,3.0,3.0,0.0,0.0,1.0,1.0,2.24,0.0,1.0,6.0,0.0,0.0,0.1686000193181688,0.0,0.0,0.0,0.0,1.0,1.0,70.15,70.15,0.0,-4.745463243623573,2.24,67.63879890869921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9667-EQRXU,0.5029080535842072,54.29684566480699,1.0376489055132572,0.3802678899915095,4.0,3.462182244862494,1.0,2.0,60.0,1.0,22.95,1.0,1.0,15.0,0.0,1.0,0.752534872800036,0.0,0.9348328570123234,1.0,1.0,1.0,1.0,104.35,6339.45,41.23,-0.0038508721758292,1377.0,7675.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-MKGMH,0.516468104647102,51.27193446325844,0.0060887888704454,-0.752336360617383,4.786083582383242,3.36022521105581,0.0,0.0,4.0,1.2408864365902197,48.35,1.0,1.2329455110055232,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0469285539449474,1.0,1.0,89.2,346.2,-0.0321456435047806,0.0,193.4,539.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7207-RMRDB,1.0,72.0,1.0,0.0,13.0,3.0,1.0,1.0,33.0,1.3631937373727716,27.78,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.988258614565992,0.4313312976604592,0.0,1.0,1.0,94.5,3051.684300672388,0.0,0.0,970.6127423939016,4022.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1934-SJVJK,1.0,34.0,0.0,2.0,3.0,3.49589579477554,0.0,0.0,9.0,1.0,27.64,0.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2569314530632413,0.904038342180432,1.0,50.1,484.05,0.0,-0.0060821368121226,248.76,732.81,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7077-XJMET,0.5018316075210014,41.93016328114777,0.0879471785525086,0.6637464988001425,4.072735868832469,4.0,0.0,0.0,71.0,1.0,4.89,1.0,0.0,0.0,-0.0519838300390363,0.0,0.0,0.0,0.0,-0.0206323265647948,0.0,-0.0023632983580099,0.3609040755548014,24.35,1654.6,0.0,0.0,347.19,2001.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2452-KDRRH,1.0,54.0,0.0,-0.0899124003103593,4.0,3.990450674120372,0.0,0.0,44.0,0.9743997984345788,49.57,1.0,1.0,21.0,0.0,0.548484643529593,1.0,1.0,1.0,1.077142763656762,1.0,0.0,0.7067297470521946,88.21689329146088,3945.645974280075,0.0,100.0,1939.583687016198,5985.23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7351-MHQVU,0.5069079014024609,46.10600318523,0.486494308188873,0.4733030618695097,3.0,3.288014733101524,0.4683580024752218,2.031070026877943,33.684728601318994,0.9395988639008443,22.96889730602252,0.3773360900228698,0.5447873576692696,13.328325562711822,0.2463742485216437,0.3226573892333017,0.3336748262429786,0.2493718707456135,0.471300542756679,0.4507722011604854,0.3872526196246711,0.4557264574675954,0.5219590170445414,57.79021972609538,2213.1541599332777,1.889137650930617,5.988248606743215,772.788140245486,2990.046672508162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8631-XVRZL,0.5143992061334397,46.87241163902445,0.9729254007860506,0.7977187687123346,4.200645757473287,3.0,1.0,9.0,18.0,1.0,43.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.65,471.35,0.0,0.0,786.42,1257.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4797-AXPXK,0.0,30.246323232806617,1.0,2.0,3.0,3.0,1.0,7.0,36.0,1.0,40.54,1.0,1.0,59.0,1.0,0.6720230632899917,1.0,0.8273345535915045,1.0,1.0,1.0,1.0,1.0,92.9,3379.25,0.0,0.0,1459.44,4838.6900000000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0526-SXDJP,0.4997727608517581,43.61783332591381,0.0656343217031976,0.2349888661514028,4.0,3.0,0.0,0.0,69.0,1.0,18.54086140719137,1.0,1.0,28.0,1.0,0.0,1.0,1.0,0.8602217978059188,1.0,0.8835233766707496,1.0,1.0,85.35,5897.4,0.0,-0.0066725230379952,1274.4299999999998,7171.83,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3671-SHRSP,0.0,41.66584816188595,0.0,0.4842647337662724,4.0,5.0,-0.0075591093048929,0.0,6.777820621987356,1.0,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242438113584584,0.0,0.0,0.0,0.0,20.05,96.8,0.0,0.0,347.62,444.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6101-IMRMM,0.0,46.60194232787165,1.0,0.0,4.0,3.0,1.0,1.0,33.0,1.0,35.31,1.0,0.0285558044474693,0.0,0.0,0.0,0.0,0.0,-0.1378926523867827,0.0,0.0,0.0,1.0,24.5,740.3,35.05,0.0,1165.23,1870.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7131-ZQZNK,0.0,20.0,1.01383544008391,2.0,4.0,3.0,1.0,1.0,7.0,1.0,25.64,0.0,1.0,47.30172457466135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.7,350.35,0.0,0.0,179.48000000000002,529.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1775-KWJKQ,0.0,27.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,1.0,23.410206989559185,1.0,1.0,73.0,1.0,0.0,0.0,0.3308108465343348,0.0,0.0,0.0,1.0,1.0,80.15,319.85,0.0,0.0,26.0,345.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4078-SAYYN,0.520540628752355,65.0,0.0313756672963262,0.0,3.0,2.0,0.0,-0.6225929700133201,4.0,1.0,49.5,1.0,1.0631653213687482,23.0,0.0,0.0313023761331573,0.0,-0.0873628019710456,0.3606654585235977,1.0,1.0,1.0,1.0,92.56855039739987,424.45,0.0,0.0119239234219064,198.0,622.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9774-NRNAU,0.5108807044000147,75.0,1.0,0.7927543668077901,3.0,3.0,1.0,8.0,57.0,1.0,29.23295170158617,0.0,1.0,15.0,0.0,1.0,1.0,0.524884337983372,1.0,0.0,0.0,1.0,1.0,95.3,5567.45,0.0,0.0,1610.2483987933388,7177.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2123-AGEEN,1.0,20.0,0.0,0.5695641801033757,2.0,3.0,0.0,0.0,20.0,1.0,31.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,415.4,0.0,-0.0183058708961462,620.4,1035.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5884-GCYMI,0.0,57.0,0.0,0.0,4.0807065293741545,3.3069038065313423,0.0,0.0,65.0,1.0,47.04469658795652,0.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.85,5459.2,0.0,0.0,2713.1,8172.299999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3452-GWUIN,1.0,29.0,1.0,0.0,3.0,3.0,1.0,2.0,71.0,0.9774142965681314,40.63,1.0,1.0,69.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,61.54168235952587,4681.75,4.7,0.0,2884.73,7561.780000000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6713-OKOMC,1.0,61.0,0.0,0.0549458183218207,2.0,3.0,-0.006247746103645,-0.0687982719423538,31.510765413969267,0.9345962241126564,23.698859266964952,0.3860540674899556,0.5862041878028686,3.84412619153704,0.2351435412149919,0.315297133375554,0.324285906115913,0.2229158838870769,0.4785164184598747,0.478923458414907,0.3053630349246349,0.4914622369103412,0.5603147116869788,59.76918763090711,2153.779106056783,1.8849339716013236,5.828507327942677,769.490238679759,2927.2199272746325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9039-ZVJDC,0.0,65.0,1.0020892935153034,0.5726225375215195,5.0,3.5185354022996096,1.0,3.810773150745847,65.0,1.0,19.58,1.0,1.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,107.45,7047.5,0.0,0.0,1272.6999999999998,8320.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8701-DGLVH,0.0,62.0,0.0,0.0,2.0,3.235800633456591,0.0,0.0,5.0,1.0,41.93,0.0,0.0,0.0,-0.0577523604043664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362959710882647,19.65,92.05,0.0,-0.0214799881997046,209.65,301.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8630-FJLIB,0.0,44.0,0.9636400173107154,2.0,3.665618915097946,3.0,1.0,10.0,16.0,0.992516445082562,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,301.55,0.0,0.0,114.24,415.803527244099,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1850-AKQEP,1.0,24.0,1.0,0.0,4.134749601581589,3.2916414896844133,1.0,5.0,43.0,1.0,48.1,1.0,1.0,51.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,71.9,3173.35,-0.0057618875874581,0.0,2068.3,5241.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8313-NDOIA,0.5205100534188284,62.0,0.0,1.0,1.0,4.263992307699453,0.0,0.0,61.0,1.0,32.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004192307776847,1.0,25.19010196240396,1498.352253351447,0.0,0.0,1955.05,3453.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2703-AMTUL,0.0,60.0,0.0,0.0,5.0,2.741954469928648,-0.0180742118698094,0.0,17.0,0.8457412047880304,22.61,0.376481868835005,1.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,83.55,1385.1178418800257,0.0,0.0,328.40227728127263,1713.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5789-LDFXO,0.0,46.7446121549612,0.0,0.0,4.0,3.0,0.0,-0.0991839163366081,4.0,1.0,27.57,0.0,1.0,27.0,0.0,0.6185140129720305,0.0,0.4141860469875037,0.9291833887592552,0.0,0.0,1.0,1.0,79.0,303.15,0.0,0.0,110.28,413.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4522-AKYLR,0.0,49.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,43.06,0.0909153281718055,1.0,9.0,1.0,1.0,0.0,1.0,0.0898283012923487,0.0,0.0,1.0,1.0,83.35792817814871,83.4,0.0,0.0,43.06,126.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2121-JAFOM,1.0,39.0,1.0,0.3357823239414588,3.0500264807045427,3.0,1.0,10.0,67.0,0.5052478607252275,0.0,0.0,1.0,6.0,0.7894827794003337,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,56.61969498613333,3521.709658458332,0.0,0.0,0.0,3521.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1732-FEKLD,0.0,51.0,0.0,0.0,2.0,3.0,0.0,0.0,64.0,1.0,44.31,0.9518383457777208,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7317021132153235,115.1,7334.05,1.859208324490875,1.8498667306954275,2835.84,10169.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6860-YRJZP,0.0,21.0,1.0,0.0,2.0,3.0,1.0,7.0,11.0,1.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2589313938479108,20.6,233.9,0.0,0.0,21.12,255.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8070-AAWZP,1.0,56.0,1.0,3.0,4.0,5.0,1.0,2.0,38.0,1.0,17.619455284892616,1.0,1.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,78.95,2863.060591271291,0.0,-0.5251795162461379,519.46,3382.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4847-QNOKA,0.5021029480279259,44.50380547270054,0.5473012046522205,0.6599467328264923,3.0,5.0,0.564150403045703,3.0,41.0,1.0,20.41,1.0,1.0,29.59279376075801,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.1,4454.25,0.0,0.0,836.8100000000001,5291.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0807-ZABDG,1.0,44.0,1.0,1.0147140919302815,4.0,3.0,1.0,7.0,44.0,1.0,32.22,0.4606977997911389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.85,1013.6,0.0,0.0,1417.6799999999998,2431.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7233-IOQNP,0.5062245978217892,46.38115309866719,0.4892639752564269,0.4236125440834344,5.0,3.0,0.4706734173897879,1.9031760818147223,33.58698913716674,0.9414818170254512,22.8155892763426,0.3890980789857866,0.5486835154243631,13.599249404117469,0.2562855131778827,0.3191116424010142,0.3319581675842279,0.2432910488312752,0.4758527778941319,0.4508711487820945,0.3874534595608269,0.4598533753340106,0.5359722367066256,58.1541232594462,2208.607391383265,1.911081715227876,5.966294173420553,771.4786840690564,2984.146686040115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384-RCUXW,0.0,33.0,0.0151981557016514,0.0,4.0,5.0,0.0,0.0,36.0,1.0,44.87,0.1989567114671353,0.9414568848307624,8.0,1.0,1.0,1.0,1.0,1.0,0.0089463086288777,0.0,1.0,1.0,76.35,2606.35,0.0,0.0,1615.32,4221.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
